Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card
Атланова Алена Василевна;9109125534;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;4-94;3814;2216245235850960
Худжаеров Максим Павлович;8603593301;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;3-38;4455;4377734354938636
Прокина Катерина Михайловна;4425382790;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;5-36;3311;2195392760611665
Пачкорина Евгения Борисовна;6563822989;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;9-95;3163;4377733255365174
Ходягина Оксана Василевна;6879430480;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;1-87;5507;2195398505979264
Афолина Катерина Никитична;7268508948;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;4-46;5327;4377737013078915
Майсигова Алина Егоровна;3173336697;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;9-9;2048;5154298691304514
Варгина Вероника Яковлевна;9022134243;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;3-31;5650;4377732610708015
Фишков Анатолий Георгиевич;7346176663;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;4-99;3854;4377732805365093
Урсатьева Алиса Егоровна;2128117387;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;1-64;13124;2195390303665168
Глашева Вероника Максимовна;5117331573;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;2-11;3042;2195392765398803
Пакленков Юрий Павлович;1069727505;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;10-43;4273;4377736103636876
Малявкин Анатолий Иванович;7919842592;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;3-13;22778;5469352485011579
Чекушкин Валерий Аркадиевич;1613644321;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;1-52;4491;2279014881946852
Ангегов Игорь Данилович;1615066169;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;6-43;5222;2195392279160546
Мутаров Аркадий Василиевич;6209042703;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;8-67;4090;4377731988892812
Шиелева Анна Ивановна;8070205199;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;1-20;4248;2195396621342168
Колобеев Василий Василиевич;4630904433;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;1-61;4106;4105846813168128
Бесякова София Петровна;9235230066;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;5-99;3341;4105847180192281
Финансов Дмитрий Виталиевич;3829500002;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;2-38;5928;2216242816124607
Жгулев Константин Антонович;7789518348;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;6-71;4677;5213241761133119
Габанова Лариса Петровна;7573075057;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;4-59;6296;4377737712528514
Яриновская Валентина Борисовна;8002579652;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;8-31;2703;2216245746105140
Пускова Инна Борисовна;5554954588;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;7-97;3302;5469352062867343
Бикушева Раиса Викторовна;9764950483;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;5-5;4659;2279019538077188
Маняхин Герасим Иванович;1986761879;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;5-50;15956;4279666490539179
Ибадов Яков Андреевич;2529607054;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;7-67;3718;4105844212438542
Чебатова Жанна Никитична;2426012905;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-58;4792;5154291383414871
Сязионов Вадим Леонидович;9563233607;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;6-29;3971;2216245732944575
Ганюшин Артур Борисович;1132205974;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;2-75;28086;5154292150002947
Сендерев Константин Юриевич;5788967281;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;5-50;3375;2216246829466530
Марсина Клавдия Леонидовна;4381489862;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;8-91;6247;5213248382944464
Светолаева Юлия Леонидовна;3696656613;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;5-99;4486;4105847884773728
Митницкий Руслан Тимофеевич;5440248631;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;8-10;6097;4279665043182227
Пругерова Ксения Егоровна;4603350696;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;9-35;4076;2216249368782019
Гучмазов Артём Игоревич;2960712507;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;3-94;3377;4377739557730083
Гульятева Катерина Викторовна;2630665256;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;5-70;3996;5213245733205591
Горликов Вячеслав Максимович;8758687145;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;9-13;4087;5469350402015474
Мышалова Алина Сергеевна;1996483534;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;10-23;12270;5213248144525097
Фоняев Валентин Леонидович;7673872922;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;3-14;3887;2195392095821910
Пустынин Олег Виталиевич;8417406897;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;3-27;9997;5469358602611070
Глубшева Алена Алексеевна;2384377900;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;8-70;12686;4105846856730386
Окшина Яна Кирилловна;7991375332;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;2-99;4913;5213248666418161
Ващухина Тамара Дмитриевна;9512575300;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;5-12;3406;2279018937768941
Клепацкая Анна Никитична;9960513904;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;9-91;5267;5213241691385132
Леунин Ярослав Аркадиевич;2749239317;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;6-15;3919;2216241490379981
Бакатуева Людмила Викторовна;7206676889;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;2-82;3250;4279664527124989
Боготырева Ирина Егоровна;3576412353;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;3-43;6463;5154290912457060
Наплеков Руслан Аркадиевич;3294743992;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;1-73;2340;2195397801585420
Зинушина Марина Алексеевна;8861596236;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;1-68;3847;4105844873088372
Трофимова Анастасия Ивановна;7868338370;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;9-33;3308;2195391500586241
Петрыкин Григорий Юриевич;4945617801;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;4-71;3655;2195399761081187
Бризгунова Валентина Максимовна;4597659294;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;10-41;6403;4279668274891608
Найкина Людмила Валерьевна;6980744157;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;6-78;14588;2216246708600751
Нюкова Анна Викторовна;6772112555;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-85;4378;4377733693476671
Тяглова Ольга Алексеевна;6622613065;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;3-51;4807;4105844750199036
Мизикина Виолетта Сергеевна;4009800705;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;7-14;4337;5213243268803329
Пирожников Станислав Андреевич;9556120635;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;5-33;5786;5469357182308623
Мезранова Екатерина Федоровна;6796864382;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;3-41;3484;5469357156959432
Арямнова Алла Кирилловна;3220759566;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;3-31;3142;5469353433080962
Руснов Артур Яковлевич;3211087450;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;2-97;3734;2279018862595157
Фаниева Алла Борисовна;3182665517;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;2-87;2567;2216243068972920
Захацкий Игорь Павлович;4201129374;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;9-23;3177;4279660022495401
Визжилина Валентина Петровна;6590873128;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;6-77;4441;5154293049970246
Лобенская Виолетта Леонидовна;1543429995;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;4-98;3298;5154291268514806
Сагалатов Геннадий Аркадиевич;6883175693;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;5-64;4933;2216244964975196
Рассветов Александр Алексеевич;8380202136;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;10-14;3054;2195395642336362
Фурдылова Софья Алексеевна;4088655713;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;1-14;3246;5469358622435359
Саковская Галина Борисовна;8708619692;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-76;4691;2195395432101660
Танкеева Наталья Андреевна;1349030924;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;1-18;2974;5469357343848595
Батыкова Кира Романовна;3150369434;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-16;2014;2216242194982486
Пяточкина Ксения Василевна;3965873396;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;5-39;5731;2216248345344070
Ряряев Леонид Антонович;5591247969;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;3-30;4050;2195391730580765
Вострышева Анастасия Леонидовна;5540477041;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;1-37;2262;5213249010099707
Зингиева Юлия Аркадьевна;5594638264;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;6-43;11754;5213248518899351
Мухортина Ирина Борисовна;3705251899;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;5-6;4189;2195390125146402
Мищевский Григорий Игоревич;6233770069;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;1-83;5639;4279668347235120
Курдилов Валентин Виталиевич;1177583069;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;7-38;6016;2216247639733910
Дреманина Елена Алексеевна;1249038571;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;6-36;12425;5469355152413082
